production_id,factory_id,machine_id,product_id,production_date,target_units,actual_units,downtime_minutes,defects,shift
1856,23,819,264,2025-08-12,985,740,0,11,Morning
1857,20,142,489,2025-10-07,1193,881,103,10,Evening
1858,12,92,9,2025-11-10,1002,748,6,14,Night
1859,11,688,330,2026-04-04,856,855,86,12,Evening
1860,8,555,163,2025-07-19,809,808,19,17,Morning
1861,4,972,422,2026-04-16,857,682,91,1,Morning
1862,20,586,120,2025-11-11,1015,1003,24,24,Night
1863,4,365,385,2026-05-03,879,619,38,17,Morning
1864,23,501,483,2025-09-27,865,847,23,14,Night
1865,8,25,294,2025-06-26,900,858,94,3,Evening
1866,9,681,36,2026-04-16,858,767,62,4,Night
1867,11,209,440,2026-05-13,1047,913,42,18,Morning
1868,18,558,21,2025-10-03,876,720,71,8,Evening
1869,19,304,287,2026-03-02,1188,1173,105,14,Evening
1870,16,174,137,2026-03-12,914,805,116,11,Morning
1871,16,302,495,2025-08-28,1077,1039,51,21,Morning
1872,1,509,103,2026-03-30,979,721,28,1,Night
1873,3,177,65,2026-05-26,804,721,109,15,Night
1874,3,875,123,2026-04-02,952,862,37,3,Night
1875,3,573,324,2025-08-31,812,811,89,13,Evening
1876,10,300,258,2026-05-19,1135,952,9,12,Morning
1877,13,709,158,2026-06-08,959,880,87,16,Morning
1878,12,622,386,2026-01-17,1159,630,46,25,Night
1879,22,336,21,2026-05-09,939,710,16,14,Morning
1880,25,105,140,2026-04-13,1000,954,35,3,Evening
1881,23,394,161,2025-08-21,1172,1157,21,14,Night
1882,4,257,210,2026-02-27,982,785,29,9,Morning
1883,6,191,322,2026-03-13,947,742,0,0,Night
1884,22,302,122,2025-09-09,867,726,32,12,Morning
1885,11,793,443,2026-05-18,952,637,114,12,Night
1886,13,944,92,2026-04-14,994,708,39,0,Night
1887,7,593,104,2025-12-23,1016,738,51,3,Morning
1888,25,65,393,2025-12-03,1181,641,87,1,Night
1889,17,617,165,2026-04-27,931,898,48,9,Evening
1890,5,430,29,2025-10-18,1098,737,79,6,Morning
1891,7,787,411,2025-08-24,839,690,72,0,Morning
1892,17,276,132,2026-06-07,1166,697,69,8,Evening
1893,11,843,18,2025-09-04,822,631,37,18,Morning
1894,10,543,358,2025-07-15,971,671,41,1,Night
1895,10,564,399,2026-05-19,1066,847,29,1,Morning
1896,20,231,329,2025-07-13,951,616,71,1,Night
1897,16,520,237,2025-09-08,971,643,110,25,Evening
1898,17,752,464,2026-05-12,1164,1069,72,25,Morning
1899,17,857,91,2026-02-25,848,644,9,23,Evening
1900,20,996,90,2026-06-18,848,650,93,9,Morning
1901,23,555,213,2026-05-21,1193,1142,120,21,Night
1902,22,665,416,2025-08-20,1064,915,103,5,Night
1903,9,569,434,2025-08-01,1001,766,69,17,Night
1904,7,662,46,2026-04-12,1133,1132,74,5,Night
1905,23,507,394,2026-05-13,1144,937,68,16,Morning
1906,6,633,444,2026-01-29,990,748,104,9,Morning
1907,13,409,158,2025-12-21,1133,1072,65,8,Night
1908,19,634,314,2025-12-03,1105,827,90,7,Evening
1909,15,779,248,2026-02-10,966,939,96,1,Morning
1910,23,412,351,2026-06-10,855,706,71,10,Evening
1911,14,360,52,2026-01-12,845,747,12,6,Morning
1912,15,767,57,2025-07-28,1121,660,27,12,Evening
1913,11,355,232,2025-08-08,1074,703,89,23,Evening
1914,20,246,224,2025-11-21,881,788,46,8,Night
1915,9,290,438,2026-02-28,1122,1060,28,9,Evening
1916,19,572,185,2025-11-15,870,615,59,3,Morning
1917,18,830,179,2025-07-29,926,650,43,1,Night
1918,21,812,58,2025-10-12,995,927,66,1,Evening
1919,17,139,428,2025-07-08,1047,734,72,1,Evening
1920,10,972,9,2026-03-22,1030,711,82,25,Morning
1921,11,202,20,2025-10-24,1062,733,19,2,Night
1922,4,66,6,2026-02-28,1026,678,32,9,Morning
1923,21,729,146,2026-04-03,1000,784,87,14,Morning
1924,20,496,176,2025-07-02,1132,1022,41,8,Morning
1925,4,399,270,2025-06-28,1179,823,17,6,Morning
1926,25,910,75,2026-01-11,1038,937,34,4,Night
1927,1,906,248,2025-09-25,1068,815,29,20,Night
1928,4,845,86,2026-06-13,1150,1106,51,1,Morning
1929,15,988,459,2025-09-17,1122,709,0,22,Morning
1930,25,82,282,2026-04-20,1043,837,30,13,Night
1931,9,210,202,2025-09-23,824,781,93,2,Night
1932,8,401,122,2025-09-24,952,693,70,7,Evening
1933,13,620,274,2025-09-14,1042,690,51,9,Evening
1934,4,958,99,2026-01-25,1192,760,85,13,Night
1935,21,329,287,2026-04-16,1038,777,50,10,Morning
1936,3,208,450,2026-03-16,993,981,35,2,Night
1937,11,117,373,2025-07-03,1069,711,16,16,Evening
1938,23,473,456,2025-10-14,1194,1043,73,1,Night
1939,16,370,426,2026-03-12,1033,984,107,25,Evening
1940,11,768,57,2025-12-01,932,795,78,22,Evening
1941,12,874,148,2025-07-19,919,681,81,2,Night
1942,19,978,149,2026-04-14,1008,763,108,18,Morning
1943,22,729,137,2026-03-07,1137,744,74,17,Morning
1944,10,102,110,2026-01-09,954,876,108,23,Evening
1945,14,742,261,2026-04-11,1003,939,78,2,Morning
1946,4,383,147,2026-04-16,922,824,119,16,Evening
1947,1,663,378,2025-10-28,1142,749,27,7,Morning
1948,9,269,471,2025-10-12,987,611,24,15,Night
1949,25,754,320,2026-06-06,1128,925,118,2,Evening
1950,15,75,495,2026-06-12,932,602,58,0,Night
1951,22,607,45,2026-04-10,904,756,100,24,Evening
1952,3,104,8,2025-11-24,1149,858,103,6,Morning
1953,8,34,84,2026-05-16,1148,991,11,6,Morning
1954,7,254,356,2026-04-04,874,669,101,14,Morning
1955,11,267,357,2026-02-06,1117,637,52,0,Morning
1956,13,237,320,2025-09-15,1177,746,33,20,Night
1957,16,176,449,2026-05-12,817,799,49,9,Morning
1958,24,360,300,2026-03-09,994,765,108,24,Night
1959,2,989,347,2025-11-04,1081,691,20,11,Morning
1960,6,58,483,2026-02-20,1003,741,20,6,Evening
1961,13,574,430,2025-10-05,1174,856,51,18,Morning
1962,8,447,24,2026-05-01,1131,1081,24,9,Evening
1963,9,802,362,2025-09-25,997,904,43,0,Night
1964,1,990,307,2026-03-08,871,623,47,17,Morning
1965,11,507,248,2026-05-11,966,849,15,6,Evening
1966,15,111,123,2025-10-20,1035,730,1,9,Evening
1967,19,706,89,2025-11-30,1108,950,75,13,Night
1968,1,88,226,2025-10-08,944,892,69,1,Night
1969,19,321,447,2025-08-06,914,641,100,17,Morning
1970,11,70,321,2026-02-19,807,720,78,15,Evening
1971,19,151,279,2025-06-22,1051,738,62,17,Evening
1972,7,595,168,2025-07-19,886,884,5,2,Morning
1973,25,694,180,2025-06-21,1056,936,61,2,Night
1974,16,145,469,2026-02-16,953,738,42,12,Evening
1975,6,89,239,2025-10-02,889,788,32,23,Morning
1976,23,804,469,2025-07-31,1147,658,75,7,Morning
1977,21,562,331,2025-08-14,1149,1060,115,3,Morning
1978,18,61,101,2026-02-06,923,857,26,3,Morning
1979,24,55,411,2025-09-15,889,604,25,21,Morning
1980,22,671,18,2026-05-29,883,703,47,12,Night
1981,16,591,416,2025-07-30,1099,1098,84,6,Evening
1982,13,672,388,2026-03-04,1011,1011,120,6,Evening
1983,22,837,241,2026-04-11,1125,782,65,6,Night
1984,12,564,327,2025-08-09,979,612,18,13,Morning
1985,11,436,29,2026-02-05,1068,658,108,7,Night
1986,12,106,23,2025-08-09,1065,607,31,5,Morning
1987,5,412,153,2025-11-17,962,934,96,21,Morning
1988,20,98,243,2025-08-12,1009,819,68,4,Night
1989,25,906,438,2025-07-29,824,620,97,13,Evening
1990,2,294,326,2025-11-30,846,819,13,4,Evening
1991,22,521,275,2026-02-19,1164,866,113,17,Morning
1992,3,744,458,2025-11-14,1078,916,4,23,Evening
1993,24,528,170,2026-03-20,1184,730,45,25,Night
1994,15,534,265,2025-12-15,1071,680,91,23,Evening
1995,25,507,136,2026-03-24,859,805,102,10,Evening
1996,5,28,384,2025-11-29,931,886,65,0,Evening
1997,15,395,395,2025-12-15,852,852,116,12,Evening
1998,6,930,128,2026-01-09,803,662,52,1,Evening
1999,17,68,427,2026-02-18,1028,901,3,4,Evening
2000,25,267,220,2026-05-15,1055,1049,56,2,Evening
2001,8,699,500,2025-08-25,1174,1008,83,11,Evening
2002,10,579,154,2026-05-18,1115,924,48,0,Night
2003,9,273,420,2025-09-06,1110,652,76,11,Evening
2004,10,354,62,2025-08-19,811,666,116,19,Morning
2005,25,656,275,2025-09-12,1086,863,92,15,Night
2006,17,66,107,2026-05-13,957,878,94,18,Night
2007,5,61,141,2026-03-06,801,672,28,11,Evening
2008,2,873,373,2025-09-23,855,743,59,8,Morning
2009,15,661,64,2025-12-22,1190,881,84,2,Evening
2010,24,903,314,2025-09-12,1023,967,47,7,Night
2011,15,470,37,2025-12-04,1047,691,48,8,Night
2012,19,759,158,2025-07-26,840,622,63,17,Evening
2013,13,666,257,2025-12-04,830,643,46,14,Night
2014,18,398,17,2025-11-16,1182,1068,28,4,Night
2015,23,904,34,2025-10-29,908,779,110,11,Night
2016,19,994,459,2026-01-20,1199,1035,26,24,Morning
2017,23,825,422,2026-04-10,952,610,23,9,Night
2018,5,579,487,2025-07-21,1097,756,117,5,Night
2019,1,661,2,2025-07-13,1044,1008,75,15,Morning
2020,14,8,282,2025-08-27,1068,982,6,1,Evening
2021,23,494,400,2026-04-03,993,973,71,10,Morning
2022,7,297,5,2026-06-19,1100,1058,17,7,Morning
2023,5,714,402,2026-01-10,1088,609,103,23,Morning
2024,24,81,255,2025-12-18,937,600,35,5,Night
2025,25,616,237,2026-04-09,961,739,45,4,Night
2026,11,615,22,2025-08-29,882,802,13,1,Night
2027,4,848,469,2025-08-19,1055,649,11,9,Evening
2028,19,484,280,2025-09-26,1042,744,79,11,Morning
2029,18,712,477,2025-10-28,1149,1096,17,5,Evening
2030,3,378,268,2025-07-11,1058,837,19,11,Night
2031,9,372,148,2026-02-27,953,762,119,16,Night
2032,23,590,250,2025-09-29,1092,853,68,6,Morning
2033,19,568,357,2026-01-19,1079,1077,76,5,Night
2034,20,93,218,2026-06-08,901,803,114,9,Night
2035,18,899,391,2025-07-25,1014,861,109,8,Evening
2036,16,707,476,2026-02-10,872,826,63,6,Evening
2037,1,111,418,2026-02-03,1061,739,90,10,Morning
2038,14,993,360,2026-03-11,890,645,112,2,Evening
2039,17,830,453,2026-03-26,988,613,32,7,Night
2040,16,181,393,2026-05-06,1176,1158,80,24,Night
2041,10,575,474,2025-09-20,934,805,77,24,Evening
2042,24,505,392,2026-02-15,1097,818,3,14,Morning
2043,25,425,259,2026-03-27,907,680,39,15,Night
2044,25,175,49,2026-05-23,881,749,62,22,Evening
2045,11,768,5,2026-01-18,1005,693,25,13,Evening
2046,4,838,298,2026-01-04,888,788,110,0,Night
2047,17,234,500,2026-02-23,986,917,59,16,Morning
2048,3,705,341,2025-09-18,1094,852,8,24,Night
2049,7,899,381,2026-06-10,1050,734,66,21,Evening
2050,17,342,78,2025-12-31,1170,687,113,12,Evening
2051,20,331,385,2026-06-14,1048,847,0,25,Night
2052,16,297,181,2026-04-26,1149,774,48,4,Morning
2053,1,367,408,2026-05-16,910,640,62,14,Morning
2054,8,466,393,2026-06-10,924,850,118,21,Evening
2055,20,20,18,2025-12-25,925,667,35,25,Morning
2056,14,265,351,2026-06-17,1010,799,4,9,Night
2057,11,782,27,2025-08-30,1095,886,58,7,Evening
2058,10,804,461,2025-11-26,1195,908,21,25,Night
2059,5,900,485,2025-08-04,1033,1031,117,18,Morning
2060,6,730,307,2025-07-26,1024,995,90,16,Night
2061,10,987,205,2025-10-13,944,800,21,12,Night
2062,25,342,139,2026-05-06,1120,849,46,18,Evening
2063,22,629,342,2025-08-10,993,958,57,18,Evening
2064,1,144,459,2026-02-15,1190,957,58,7,Evening
2065,21,486,122,2026-05-30,819,622,0,14,Night
2066,15,338,365,2025-08-01,1005,765,62,11,Morning
2067,6,831,249,2025-11-21,850,790,29,23,Morning
2068,17,653,184,2026-03-25,943,684,36,25,Evening
2069,12,794,484,2026-06-17,1040,770,27,0,Morning
2070,22,577,317,2026-05-16,911,802,112,16,Evening
2071,17,553,221,2025-12-02,941,759,26,22,Morning
2072,12,539,123,2026-03-31,1083,628,45,16,Night
2073,11,668,426,2025-08-14,1069,736,68,0,Night
2074,23,713,74,2026-03-14,895,716,32,24,Night
2075,25,734,361,2025-12-23,1022,930,80,15,Night
2076,16,882,472,2025-08-16,1112,852,56,25,Morning
2077,17,605,113,2025-07-30,881,761,43,12,Morning
2078,20,581,37,2026-05-15,810,759,47,18,Night
2079,7,283,331,2025-08-15,1133,1034,32,20,Morning
2080,1,660,6,2026-05-11,850,602,6,4,Morning
2081,10,284,380,2026-05-01,1100,763,25,24,Evening
2082,20,802,412,2025-12-10,952,856,33,4,Morning
2083,24,967,401,2025-11-01,884,674,48,11,Morning
2084,22,129,281,2026-03-17,947,610,65,4,Morning
2085,11,694,160,2025-07-13,1113,807,7,24,Night
2086,12,479,7,2025-12-08,1096,782,42,7,Morning
2087,13,568,347,2026-01-31,1032,789,68,2,Night
2088,10,161,412,2026-01-13,1155,941,87,11,Morning
2089,9,740,438,2026-04-16,1016,733,76,13,Night
2090,9,943,178,2026-05-05,1067,1067,79,13,Morning
2091,1,499,30,2025-10-01,1087,1082,25,11,Evening
2092,10,739,217,2025-11-19,840,611,79,10,Morning
2093,10,723,49,2026-03-10,978,881,10,10,Night
2094,2,747,359,2026-05-17,969,855,68,6,Morning
2095,19,151,309,2025-08-05,1199,769,47,16,Night
2096,21,567,229,2025-07-31,990,861,109,25,Evening
2097,25,17,240,2025-07-22,1114,903,44,13,Evening
2098,2,490,408,2025-12-13,1046,892,54,1,Evening
2099,6,887,264,2026-04-25,1144,1136,104,15,Evening
2100,4,626,294,2025-11-10,807,615,31,22,Night
2101,1,574,122,2025-11-05,1033,695,78,10,Evening
2102,21,17,283,2026-04-12,881,699,9,6,Night
2103,5,241,394,2026-02-15,1184,1087,119,1,Evening
2104,17,948,415,2026-05-19,1024,645,58,6,Evening
2105,5,171,107,2026-05-30,1028,720,109,4,Morning
2106,8,695,315,2025-07-08,1116,1014,115,15,Morning
2107,12,1,71,2025-09-21,993,851,51,7,Night
2108,23,396,107,2026-02-20,996,989,60,3,Morning
2109,15,178,221,2025-08-25,842,667,29,25,Evening
2110,18,447,368,2025-10-28,1008,929,96,12,Morning
2111,22,177,352,2026-01-13,1172,1115,114,9,Night
2112,4,121,82,2026-05-31,1135,689,118,14,Night
2113,2,156,64,2026-05-07,1028,950,117,8,Morning
2114,2,239,456,2026-02-25,1192,749,103,21,Morning
2115,15,53,472,2025-10-28,990,825,58,24,Evening
2116,3,156,111,2026-01-02,855,704,96,10,Evening
2117,9,629,47,2025-07-26,1094,717,46,8,Morning
2118,15,569,481,2026-03-04,931,665,57,24,Night
2119,16,920,314,2026-06-07,977,717,40,5,Night
2120,17,817,63,2025-07-05,1110,751,38,4,Evening
2121,17,943,10,2025-07-30,985,958,14,8,Morning
2122,13,499,362,2025-10-02,1120,848,93,21,Night
2123,24,426,126,2025-08-14,826,776,71,22,Morning
2124,7,385,95,2026-02-11,893,840,37,21,Morning
2125,22,594,252,2025-08-22,1097,724,96,4,Evening
2126,10,531,211,2025-07-14,1194,1076,6,7,Evening
2127,4,70,442,2025-08-08,939,750,12,0,Morning
2128,8,946,193,2026-02-26,945,688,111,5,Night
2129,2,237,311,2026-01-14,942,769,85,4,Evening
2130,8,642,297,2026-02-10,823,645,25,13,Evening
2131,15,119,429,2026-01-09,939,844,97,5,Night
2132,12,564,158,2025-08-11,859,661,96,5,Evening
2133,2,598,390,2025-12-02,1135,1116,94,1,Night
2134,2,413,321,2025-12-25,1009,1000,37,7,Morning
2135,8,258,21,2026-05-10,1111,685,113,7,Night
2136,11,694,241,2025-10-13,1164,803,48,25,Evening
2137,12,998,280,2026-04-01,959,622,36,16,Morning
2138,6,672,5,2025-07-17,1152,1015,75,2,Evening
2139,8,902,376,2025-08-19,939,883,31,21,Morning
2140,4,966,156,2026-05-25,971,743,8,15,Evening
2141,16,181,231,2026-02-12,1087,1080,65,15,Morning
2142,1,791,87,2025-10-04,1090,920,27,10,Morning
2143,17,1,194,2026-02-23,1051,666,84,9,Morning
2144,11,527,425,2026-03-17,1012,859,102,5,Evening
2145,3,685,235,2025-11-26,1125,1018,13,25,Night
2146,1,450,241,2025-09-28,976,876,58,8,Night
2147,5,317,389,2026-01-14,1112,696,94,16,Night
2148,11,465,115,2026-03-22,1007,614,37,18,Morning
2149,8,787,41,2025-08-29,927,603,60,8,Evening
2150,4,393,381,2026-03-03,1144,982,33,4,Morning
2151,17,155,277,2025-07-19,823,731,71,5,Evening
2152,7,4,373,2026-04-13,1019,748,41,19,Night
2153,14,282,271,2025-07-03,992,791,27,3,Night
2154,6,633,461,2026-05-24,1097,770,67,6,Evening
2155,3,8,416,2025-07-31,1053,962,98,20,Night
2156,8,799,150,2025-12-31,1155,957,63,24,Evening
2157,17,977,368,2025-07-11,953,824,16,7,Night
2158,9,925,7,2026-05-23,973,642,62,5,Evening
2159,13,586,342,2025-08-30,1140,1063,101,17,Evening
2160,18,537,85,2025-11-10,1150,914,39,7,Night
2161,21,519,174,2025-08-13,1176,1065,59,1,Morning
2162,13,789,413,2026-01-20,975,682,60,21,Morning
2163,25,80,398,2026-03-03,1089,605,120,10,Morning
2164,13,560,421,2025-08-06,1070,695,105,18,Evening
2165,23,2,24,2026-02-20,814,610,45,1,Morning
2166,9,389,238,2026-03-02,908,710,78,5,Morning
2167,1,80,185,2026-04-03,1133,742,14,9,Morning
2168,2,190,107,2026-01-17,819,772,29,11,Evening
2169,12,507,442,2026-02-26,831,665,32,22,Morning
2170,15,690,64,2026-04-22,1095,780,115,7,Night
2171,17,962,410,2025-12-27,861,853,120,12,Evening
2172,8,492,457,2025-11-10,931,691,74,25,Evening
2173,14,210,36,2025-09-10,875,720,72,25,Night
2174,10,29,319,2026-06-16,934,638,39,6,Morning
2175,4,244,187,2026-05-28,1050,790,34,21,Evening
2176,24,639,332,2025-07-05,831,662,37,22,Night
2177,10,864,355,2026-05-08,1070,815,71,15,Morning
2178,15,506,329,2025-09-11,1097,1018,38,11,Night
2179,8,654,243,2026-04-12,1056,899,25,0,Evening
2180,8,601,334,2025-12-27,950,904,114,0,Morning
2181,20,354,372,2025-11-09,1057,623,17,9,Evening
2182,13,264,172,2026-05-07,890,687,112,2,Evening
2183,19,452,404,2025-08-01,927,691,25,14,Morning
2184,8,189,344,2026-02-05,811,613,3,4,Morning
2185,13,467,299,2026-03-22,1039,873,41,22,Morning
2186,18,117,380,2026-05-07,903,696,36,20,Night
2187,9,157,472,2025-12-10,978,913,55,7,Evening
2188,24,770,274,2025-09-21,817,607,89,15,Evening
2189,20,114,249,2026-04-14,1021,876,108,0,Evening
2190,2,276,313,2026-03-12,953,764,71,10,Night
2191,5,587,303,2025-07-19,1067,846,101,18,Night
2192,24,961,343,2026-03-05,1033,720,51,6,Night
2193,14,755,99,2025-06-27,878,846,107,16,Evening
2194,13,834,447,2026-03-28,919,827,104,7,Night
2195,1,648,323,2025-09-12,843,744,45,23,Night
2196,14,934,440,2025-07-22,1040,839,62,3,Evening
2197,2,332,304,2025-11-13,874,817,16,16,Night
2198,9,892,475,2025-07-03,1145,844,44,5,Night
2199,18,27,449,2026-06-16,1167,740,46,16,Morning
2200,17,291,41,2026-03-19,1018,984,64,19,Evening
2201,15,679,450,2026-04-21,825,648,29,4,Morning
2202,3,918,474,2026-03-26,821,756,22,24,Evening
2203,24,254,160,2025-09-02,1039,900,100,0,Night
2204,14,163,348,2026-06-11,906,817,119,15,Night
2205,20,797,96,2025-08-17,1022,983,5,1,Morning
2206,2,79,183,2026-06-15,885,608,37,16,Morning
2207,16,308,31,2025-12-07,1160,1035,60,25,Morning
2208,19,259,123,2026-05-03,1026,983,21,20,Morning
2209,5,625,136,2025-12-22,1168,830,20,22,Morning
2210,12,104,195,2026-04-20,1097,977,88,9,Night
2211,13,89,179,2026-01-02,976,697,85,14,Night
2212,8,865,272,2026-01-31,1157,755,103,19,Night
2213,11,729,41,2025-07-19,848,638,67,1,Night
2214,1,201,125,2026-06-20,900,687,42,15,Night
2215,14,952,417,2026-03-19,1168,602,89,6,Morning
2216,7,891,207,2026-01-21,907,742,8,10,Evening
2217,20,913,304,2026-02-19,868,865,60,25,Evening
2218,5,343,67,2026-02-08,946,682,104,22,Morning
2219,19,40,325,2026-06-14,800,748,106,0,Morning
2220,2,572,224,2025-12-05,829,619,108,11,Night
2221,8,968,374,2026-01-04,1047,882,107,2,Evening
2222,20,563,203,2026-06-14,954,768,29,7,Evening
2223,17,13,37,2026-02-08,821,727,76,8,Morning
2224,8,200,430,2026-02-15,1190,741,89,5,Morning
2225,22,691,442,2026-04-15,871,630,8,25,Evening
2226,19,632,88,2026-01-18,1191,1089,96,16,Evening
2227,18,779,208,2025-11-09,1176,666,57,15,Evening
2228,1,388,206,2025-12-10,1068,736,68,25,Evening
2229,22,497,120,2025-07-16,801,645,25,21,Morning
2230,6,845,82,2026-03-27,1087,983,33,6,Morning
2231,17,325,341,2025-09-24,948,773,32,6,Evening
2232,3,934,37,2025-12-03,912,768,97,4,Night
2233,22,522,368,2026-05-01,858,683,76,18,Night
2234,3,915,297,2026-06-14,1193,928,118,7,Evening
2235,3,881,105,2025-11-17,1033,880,30,9,Evening
2236,8,915,79,2026-04-16,1196,1023,84,10,Morning
2237,16,774,207,2026-02-03,1089,1064,117,11,Evening
2238,11,249,455,2026-06-10,947,854,73,7,Morning
2239,24,352,390,2026-06-20,916,836,37,16,Evening
2240,2,533,36,2026-06-01,836,615,37,14,Evening
2241,21,390,385,2025-07-17,938,879,59,6,Night
2242,13,901,297,2025-06-29,931,897,92,12,Evening
2243,8,977,424,2026-06-18,886,784,22,2,Night
2244,21,908,204,2026-05-06,995,910,20,4,Evening
2245,8,792,203,2026-01-04,1047,918,31,20,Morning
2246,4,125,476,2026-06-20,1089,785,73,7,Night
2247,2,846,304,2026-02-11,981,717,30,9,Morning
2248,10,183,281,2026-06-05,1069,1064,41,7,Morning
2249,19,381,124,2025-07-31,830,666,103,21,Morning
2250,2,610,213,2025-09-27,961,618,90,12,Night
2251,2,331,80,2025-08-13,958,942,78,10,Morning
2252,12,524,272,2026-04-02,849,703,34,16,Evening
2253,12,152,237,2025-08-19,1196,1017,9,19,Night
2254,15,647,14,2025-11-14,827,699,89,1,Night
2255,14,474,348,2026-03-21,1098,790,38,20,Night
2256,11,289,198,2025-11-18,952,818,65,9,Morning
2257,5,653,232,2026-01-28,1128,797,84,21,Morning
2258,20,935,459,2026-02-24,1081,885,118,1,Morning
2259,21,269,154,2025-08-18,910,783,45,19,Morning
2260,20,73,283,2025-07-10,1125,834,38,23,Morning
2261,5,299,416,2026-05-07,1135,629,56,19,Evening
2262,9,984,428,2026-06-21,903,670,80,25,Morning
2263,3,497,257,2026-05-18,926,651,119,7,Morning
2264,6,967,387,2025-11-14,966,684,79,2,Morning
2265,20,125,262,2026-05-28,1161,1159,68,11,Night
2266,15,665,349,2026-04-08,918,910,73,22,Evening
2267,21,417,296,2026-06-15,855,674,40,15,Morning
2268,19,920,319,2026-03-07,923,740,11,5,Evening
2269,20,337,198,2026-02-11,961,628,112,14,Night
2270,15,759,358,2025-07-08,990,890,46,16,Morning
2271,10,895,244,2025-11-15,862,741,65,18,Night
2272,16,611,87,2025-10-25,1161,762,109,0,Morning
2273,21,502,100,2025-12-26,1122,1088,42,0,Morning
2274,22,545,222,2026-04-03,885,846,83,18,Night
2275,14,222,155,2025-08-14,1073,711,35,6,Morning
2276,25,387,131,2025-08-23,1067,930,58,14,Evening
2277,25,312,361,2025-08-01,1193,1092,83,18,Night
2278,1,752,343,2025-08-02,1076,970,67,2,Morning
2279,9,330,135,2025-09-11,846,670,20,22,Night
2280,16,196,306,2026-04-09,1033,819,78,17,Morning
2281,12,710,140,2026-02-07,976,645,51,21,Night
2282,12,832,168,2025-11-09,807,695,116,15,Evening
2283,8,188,133,2026-03-16,1190,956,71,11,Morning
2284,3,653,308,2025-08-10,1096,940,75,9,Night
2285,1,634,28,2026-01-01,1132,644,37,2,Morning
2286,14,280,286,2025-12-18,839,642,29,1,Morning
2287,2,800,394,2026-03-05,946,677,81,8,Night
2288,11,260,495,2025-08-15,813,807,89,22,Evening
2289,17,324,426,2025-12-07,1081,1023,99,2,Night
2290,7,357,118,2026-01-16,1051,937,101,22,Night
2291,9,63,325,2025-09-15,876,645,108,11,Morning
2292,24,744,16,2025-12-03,925,860,66,16,Night
2293,18,137,79,2026-02-15,979,922,58,6,Evening
2294,1,378,140,2026-02-01,1073,684,4,24,Morning
2295,3,576,437,2026-05-07,906,682,40,16,Night
2296,10,463,405,2026-05-31,1068,635,44,6,Night
2297,13,229,244,2026-02-20,1027,752,86,17,Morning
2298,1,834,160,2025-10-06,943,614,18,21,Night
2299,11,614,211,2025-10-08,1128,874,35,24,Night
2300,9,830,455,2026-04-10,869,763,73,1,Night
2301,22,706,162,2025-12-20,1068,677,40,14,Night
2302,22,283,395,2025-11-01,1200,670,119,4,Morning
2303,3,162,348,2026-05-29,1130,987,79,0,Night
2304,11,137,494,2026-04-04,1186,660,44,10,Night
2305,7,442,475,2026-03-03,1152,789,2,5,Night
2306,7,527,468,2025-12-01,824,817,15,14,Evening
2307,23,549,117,2026-04-08,875,704,52,1,Morning
2308,9,667,53,2026-05-13,1080,969,118,11,Night
2309,8,251,191,2025-07-12,947,856,48,14,Evening
2310,13,539,27,2026-06-05,892,656,94,11,Evening
2311,5,77,142,2025-09-13,1157,1010,67,16,Morning
2312,11,733,98,2025-10-16,985,969,74,20,Morning
2313,14,90,490,2025-08-07,918,753,4,7,Evening
2314,24,472,292,2026-04-04,925,862,107,10,Night
2315,23,306,161,2025-09-24,1200,1134,65,16,Morning
2316,6,863,277,2026-02-17,1066,920,31,7,Evening
2317,9,426,5,2025-11-20,1073,1048,101,12,Night
2318,1,7,317,2025-11-21,803,767,89,11,Night
2319,21,135,234,2026-03-31,966,638,93,16,Morning
2320,13,643,80,2025-11-16,1032,682,109,22,Night
2321,14,754,99,2025-09-05,871,705,46,10,Evening
2322,6,795,197,2026-04-20,1039,615,23,10,Morning
2323,12,783,171,2026-03-01,1183,1033,115,25,Evening
2324,11,30,404,2026-02-02,1147,968,57,6,Night
2325,5,458,251,2026-01-02,922,615,80,14,Evening
2326,4,720,452,2026-05-01,1173,1051,76,1,Evening
2327,11,245,415,2025-09-22,1182,1009,117,4,Morning
2328,24,341,183,2026-01-12,865,805,1,1,Evening
2329,9,58,192,2025-07-17,990,634,28,23,Night
2330,12,273,434,2025-10-25,969,850,42,15,Night
2331,19,469,4,2026-01-29,1098,920,46,22,Evening
2332,4,117,103,2026-04-19,1080,606,43,6,Evening
2333,20,710,215,2025-07-25,1111,1078,116,21,Morning
2334,2,10,423,2026-06-07,997,938,107,14,Night
2335,7,760,253,2025-07-26,1034,1005,23,17,Evening
2336,15,488,206,2025-07-18,827,760,29,14,Night
2337,14,401,18,2026-01-04,1140,622,97,8,Morning
2338,6,687,164,2025-12-11,1108,810,33,24,Evening
2339,14,970,479,2026-03-17,802,695,50,12,Night
2340,15,525,463,2025-08-17,1009,634,111,16,Evening
2341,17,11,49,2026-06-19,924,825,74,18,Evening
2342,9,4,439,2025-08-02,803,748,90,6,Evening
2343,25,492,342,2025-08-11,832,730,110,20,Evening
2344,9,363,368,2026-01-19,835,607,26,4,Evening
2345,17,644,352,2026-05-08,1197,1124,62,11,Evening
2346,17,108,249,2025-08-18,907,672,13,18,Morning
2347,3,36,18,2026-02-01,1143,705,45,25,Morning
2348,6,238,367,2026-03-30,972,772,98,24,Morning
