machine_id,factory_id,machine_name,machine_type,installation_date,status
498,11,Machine_498,Cutting,2016-10-29,RUNNING
499,23,Machine_499,CNC,2021-07-18,RUNNING
500,25,Machine_500,Packaging,2016-07-05,RUNNING
501,25,Machine_501,Cutting,2016-10-28,MAINTENANCE
502,11,Machine_502,Assembly,2025-05-14,RUNNING
503,16,Machine_503,CNC,2016-09-03,RUNNING
504,23,Machine_504,Painting,2024-11-27,MAINTENANCE
505,1,Machine_505,Cutting,2023-12-14,RUNNING
506,7,Machine_506,Painting,2019-12-14,MAINTENANCE
507,21,Machine_507,Testing,2020-09-16,MAINTENANCE
508,16,Machine_508,Packaging,2025-04-12,RUNNING
509,19,Machine_509,Cutting,2019-10-08,IDLE
510,13,Machine_510,Packaging,2021-12-24,MAINTENANCE
511,19,Machine_511,CNC,2023-02-28,MAINTENANCE
512,24,Machine_512,Assembly,2016-07-08,MAINTENANCE
513,4,Machine_513,Welding,2018-01-24,RUNNING
514,9,Machine_514,CNC,2020-03-01,RUNNING
515,18,Machine_515,Cutting,2019-07-18,MAINTENANCE
516,15,Machine_516,Welding,2019-07-26,MAINTENANCE
517,11,Machine_517,Painting,2023-10-19,MAINTENANCE
518,10,Machine_518,Welding,2025-09-27,IDLE
519,11,Machine_519,CNC,2019-12-31,RUNNING
520,1,Machine_520,Packaging,2021-03-21,IDLE
521,5,Machine_521,Packaging,2023-12-22,IDLE
522,25,Machine_522,Testing,2024-10-19,RUNNING
523,13,Machine_523,Testing,2017-05-29,MAINTENANCE
524,23,Machine_524,Assembly,2021-12-07,MAINTENANCE
525,13,Machine_525,Painting,2016-06-22,IDLE
526,24,Machine_526,Welding,2023-03-22,RUNNING
527,16,Machine_527,Welding,2017-05-14,IDLE
528,12,Machine_528,Painting,2024-06-17,RUNNING
529,15,Machine_529,Assembly,2016-12-26,MAINTENANCE
530,2,Machine_530,Cutting,2021-12-23,MAINTENANCE
531,3,Machine_531,Welding,2018-05-05,IDLE
532,13,Machine_532,Assembly,2024-08-19,RUNNING
533,17,Machine_533,Cutting,2026-03-28,MAINTENANCE
534,14,Machine_534,CNC,2024-07-28,MAINTENANCE
535,11,Machine_535,Testing,2025-07-01,IDLE
536,3,Machine_536,Assembly,2018-03-15,RUNNING
537,14,Machine_537,Welding,2016-09-22,RUNNING
538,17,Machine_538,Welding,2019-07-22,RUNNING
539,21,Machine_539,Testing,2018-06-07,MAINTENANCE
540,15,Machine_540,Packaging,2017-04-02,RUNNING
541,14,Machine_541,CNC,2024-02-29,MAINTENANCE
542,7,Machine_542,Cutting,2022-10-21,RUNNING
543,21,Machine_543,CNC,2025-01-22,IDLE
544,20,Machine_544,Assembly,2018-09-09,MAINTENANCE
545,17,Machine_545,Painting,2019-02-10,IDLE
546,17,Machine_546,Painting,2018-05-25,RUNNING
547,13,Machine_547,Assembly,2024-06-26,MAINTENANCE
548,4,Machine_548,Assembly,2024-11-06,IDLE
549,23,Machine_549,Painting,2017-01-13,IDLE
550,20,Machine_550,Cutting,2024-09-04,MAINTENANCE
551,16,Machine_551,Testing,2026-05-18,RUNNING
552,17,Machine_552,CNC,2019-02-07,MAINTENANCE
553,16,Machine_553,Welding,2020-07-23,MAINTENANCE
554,10,Machine_554,CNC,2022-06-20,IDLE
555,10,Machine_555,Painting,2018-07-10,IDLE
556,7,Machine_556,Welding,2019-04-05,IDLE
557,24,Machine_557,CNC,2024-01-18,RUNNING
558,13,Machine_558,CNC,2026-06-20,RUNNING
559,17,Machine_559,CNC,2026-02-02,RUNNING
560,1,Machine_560,Welding,2025-01-03,RUNNING
561,8,Machine_561,Cutting,2020-11-11,RUNNING
562,14,Machine_562,Packaging,2024-07-11,IDLE
563,5,Machine_563,Welding,2022-08-28,MAINTENANCE
564,11,Machine_564,Cutting,2022-01-18,MAINTENANCE
565,7,Machine_565,Assembly,2024-08-09,IDLE
566,25,Machine_566,Welding,2023-02-15,IDLE
567,21,Machine_567,Painting,2018-02-24,MAINTENANCE
568,24,Machine_568,CNC,2026-03-20,MAINTENANCE
569,19,Machine_569,Testing,2023-08-27,IDLE
570,1,Machine_570,CNC,2025-05-06,IDLE
571,17,Machine_571,Cutting,2018-10-15,RUNNING
572,14,Machine_572,Welding,2016-11-17,IDLE
573,3,Machine_573,Assembly,2018-10-04,RUNNING
574,12,Machine_574,Assembly,2019-05-02,MAINTENANCE
575,21,Machine_575,Cutting,2016-08-11,IDLE
576,2,Machine_576,Testing,2023-08-04,MAINTENANCE
577,5,Machine_577,Assembly,2026-05-12,IDLE
578,9,Machine_578,Cutting,2025-10-28,IDLE
579,2,Machine_579,Cutting,2017-07-06,RUNNING
580,17,Machine_580,Assembly,2016-11-03,MAINTENANCE
581,17,Machine_581,Cutting,2026-06-20,RUNNING
582,20,Machine_582,CNC,2021-04-06,IDLE
583,6,Machine_583,Packaging,2020-09-08,MAINTENANCE
584,6,Machine_584,Painting,2018-08-15,IDLE
585,4,Machine_585,Welding,2021-07-26,MAINTENANCE
586,1,Machine_586,Welding,2020-06-11,RUNNING
587,6,Machine_587,Assembly,2025-07-06,RUNNING
588,19,Machine_588,Welding,2024-09-29,RUNNING
589,5,Machine_589,Cutting,2022-04-28,IDLE
590,11,Machine_590,Cutting,2022-01-31,MAINTENANCE
591,25,Machine_591,Painting,2019-12-15,MAINTENANCE
592,21,Machine_592,Painting,2022-08-05,MAINTENANCE
593,24,Machine_593,Painting,2024-01-06,IDLE
594,17,Machine_594,Testing,2023-02-26,MAINTENANCE
595,6,Machine_595,Painting,2020-07-20,RUNNING
596,11,Machine_596,Packaging,2022-06-27,RUNNING
597,25,Machine_597,Testing,2021-10-05,IDLE
598,15,Machine_598,Cutting,2025-04-21,MAINTENANCE
599,21,Machine_599,Assembly,2019-03-30,RUNNING
600,23,Machine_600,Cutting,2020-08-25,RUNNING
601,21,Machine_601,Cutting,2024-02-15,RUNNING
602,20,Machine_602,Painting,2026-03-29,IDLE
603,1,Machine_603,Packaging,2025-02-24,RUNNING
604,15,Machine_604,Cutting,2019-09-12,MAINTENANCE
605,2,Machine_605,Packaging,2017-09-15,MAINTENANCE
606,17,Machine_606,Testing,2018-07-26,MAINTENANCE
607,5,Machine_607,Cutting,2026-04-27,RUNNING
608,17,Machine_608,Assembly,2025-01-02,RUNNING
609,1,Machine_609,Cutting,2025-02-01,MAINTENANCE
610,12,Machine_610,Welding,2020-12-18,RUNNING
611,18,Machine_611,Painting,2023-01-16,MAINTENANCE
612,13,Machine_612,Packaging,2023-04-14,MAINTENANCE
613,11,Machine_613,Testing,2020-05-10,MAINTENANCE
614,5,Machine_614,Welding,2016-12-21,MAINTENANCE
615,8,Machine_615,Packaging,2024-07-15,MAINTENANCE
616,20,Machine_616,CNC,2019-01-09,IDLE
617,19,Machine_617,Cutting,2017-04-21,IDLE
618,6,Machine_618,Testing,2017-09-18,IDLE
619,22,Machine_619,Testing,2017-08-22,RUNNING
620,9,Machine_620,Welding,2018-10-03,MAINTENANCE
621,15,Machine_621,Painting,2017-11-03,IDLE
622,17,Machine_622,Painting,2019-07-18,IDLE
623,2,Machine_623,Cutting,2026-02-15,RUNNING
624,18,Machine_624,Cutting,2019-01-04,RUNNING
625,24,Machine_625,Testing,2025-05-13,RUNNING
626,7,Machine_626,Cutting,2025-05-06,RUNNING
627,1,Machine_627,Cutting,2025-07-28,MAINTENANCE
628,11,Machine_628,Assembly,2018-01-17,MAINTENANCE
629,18,Machine_629,Welding,2023-11-26,MAINTENANCE
630,18,Machine_630,Testing,2016-12-12,MAINTENANCE
631,17,Machine_631,Welding,2022-08-19,RUNNING
632,10,Machine_632,Cutting,2021-05-24,MAINTENANCE
633,21,Machine_633,Welding,2020-07-01,RUNNING
634,23,Machine_634,CNC,2024-12-13,IDLE
635,2,Machine_635,Assembly,2023-01-20,RUNNING
636,4,Machine_636,Painting,2021-06-22,RUNNING
637,25,Machine_637,CNC,2017-01-14,RUNNING
638,8,Machine_638,Welding,2021-04-14,RUNNING
639,11,Machine_639,Painting,2021-11-24,IDLE
640,7,Machine_640,Packaging,2018-07-11,IDLE
641,10,Machine_641,Assembly,2020-07-26,IDLE
642,13,Machine_642,Painting,2018-12-26,RUNNING
643,16,Machine_643,Packaging,2017-05-13,RUNNING
644,18,Machine_644,Welding,2022-09-03,RUNNING
645,1,Machine_645,Welding,2020-01-14,IDLE
646,15,Machine_646,Cutting,2022-02-25,IDLE
647,20,Machine_647,Assembly,2020-09-22,MAINTENANCE
648,20,Machine_648,Cutting,2019-08-04,IDLE
649,8,Machine_649,CNC,2016-09-15,IDLE
650,1,Machine_650,Packaging,2021-01-27,RUNNING
651,15,Machine_651,Painting,2020-08-30,MAINTENANCE
652,10,Machine_652,CNC,2021-05-16,IDLE
653,22,Machine_653,CNC,2021-06-25,RUNNING
654,5,Machine_654,Welding,2023-11-26,IDLE
655,24,Machine_655,CNC,2024-01-13,IDLE
656,8,Machine_656,Assembly,2022-01-06,MAINTENANCE
657,14,Machine_657,Assembly,2020-09-18,MAINTENANCE
658,17,Machine_658,Welding,2017-04-15,MAINTENANCE
659,10,Machine_659,CNC,2026-01-19,IDLE
660,9,Machine_660,CNC,2026-01-07,MAINTENANCE
661,21,Machine_661,Assembly,2020-04-30,IDLE
662,11,Machine_662,Painting,2025-08-29,RUNNING
663,12,Machine_663,CNC,2019-12-15,RUNNING
664,6,Machine_664,Assembly,2025-02-12,IDLE
665,5,Machine_665,Painting,2021-09-13,RUNNING
666,7,Machine_666,CNC,2024-03-29,RUNNING
667,16,Machine_667,CNC,2021-05-11,MAINTENANCE
668,6,Machine_668,Assembly,2017-01-19,IDLE
669,21,Machine_669,Cutting,2020-09-21,MAINTENANCE
670,20,Machine_670,Welding,2024-09-02,RUNNING
671,2,Machine_671,Painting,2017-05-21,IDLE
672,6,Machine_672,Welding,2024-12-23,MAINTENANCE
673,19,Machine_673,Painting,2024-10-26,MAINTENANCE
674,17,Machine_674,Testing,2019-07-13,MAINTENANCE
675,22,Machine_675,Cutting,2023-11-14,MAINTENANCE
676,1,Machine_676,Welding,2021-12-24,IDLE
677,9,Machine_677,Welding,2016-07-26,IDLE
678,21,Machine_678,CNC,2021-10-24,MAINTENANCE
679,11,Machine_679,Welding,2018-07-04,RUNNING
680,20,Machine_680,Testing,2025-05-22,RUNNING
681,6,Machine_681,Cutting,2024-01-26,MAINTENANCE
682,24,Machine_682,Welding,2021-06-08,RUNNING
683,15,Machine_683,Painting,2019-09-28,RUNNING
684,23,Machine_684,Testing,2025-03-27,RUNNING
685,20,Machine_685,Welding,2017-08-01,MAINTENANCE
686,13,Machine_686,Testing,2024-03-27,IDLE
687,19,Machine_687,Cutting,2023-07-07,MAINTENANCE
688,22,Machine_688,CNC,2019-06-14,IDLE
689,12,Machine_689,CNC,2019-10-04,RUNNING
690,16,Machine_690,Painting,2018-01-18,RUNNING
691,8,Machine_691,Testing,2022-11-06,IDLE
692,5,Machine_692,Packaging,2020-12-11,IDLE
693,12,Machine_693,CNC,2022-09-28,IDLE
694,11,Machine_694,CNC,2023-03-25,RUNNING
695,16,Machine_695,Testing,2023-09-09,IDLE
696,13,Machine_696,Packaging,2023-01-24,IDLE
697,6,Machine_697,Assembly,2025-01-22,IDLE
698,19,Machine_698,Painting,2025-01-27,RUNNING
699,10,Machine_699,Painting,2022-12-30,MAINTENANCE
700,6,Machine_700,Welding,2019-07-01,RUNNING
701,7,Machine_701,Packaging,2016-08-29,RUNNING
702,12,Machine_702,Testing,2019-05-26,IDLE
703,6,Machine_703,Welding,2022-07-21,MAINTENANCE
704,20,Machine_704,Packaging,2022-04-08,MAINTENANCE
705,21,Machine_705,Painting,2018-01-14,IDLE
706,23,Machine_706,Painting,2018-10-28,RUNNING
707,1,Machine_707,Cutting,2023-03-27,IDLE
708,10,Machine_708,Painting,2016-06-25,RUNNING
709,22,Machine_709,Assembly,2019-10-17,IDLE
710,17,Machine_710,Cutting,2025-08-03,IDLE
711,17,Machine_711,Painting,2019-11-12,MAINTENANCE
712,2,Machine_712,Testing,2024-11-20,RUNNING
713,21,Machine_713,Welding,2021-09-20,RUNNING
714,10,Machine_714,Cutting,2025-01-12,IDLE
715,18,Machine_715,Welding,2016-08-13,RUNNING
716,5,Machine_716,Painting,2019-05-11,IDLE
717,18,Machine_717,Packaging,2024-02-15,IDLE
718,7,Machine_718,CNC,2017-01-31,MAINTENANCE
719,14,Machine_719,CNC,2019-03-11,MAINTENANCE
720,12,Machine_720,Welding,2017-08-31,MAINTENANCE
721,7,Machine_721,Testing,2018-06-22,IDLE
722,13,Machine_722,Packaging,2019-12-26,IDLE
723,2,Machine_723,Cutting,2019-11-29,RUNNING
724,3,Machine_724,Welding,2017-04-14,MAINTENANCE
725,23,Machine_725,Cutting,2024-05-18,IDLE
726,3,Machine_726,Assembly,2024-05-01,IDLE
727,22,Machine_727,Welding,2016-09-28,MAINTENANCE
728,3,Machine_728,Cutting,2022-06-19,IDLE
729,18,Machine_729,Welding,2025-03-24,RUNNING
730,4,Machine_730,Assembly,2017-01-07,IDLE
731,13,Machine_731,Packaging,2017-04-09,IDLE
732,7,Machine_732,CNC,2017-10-31,IDLE
733,2,Machine_733,Packaging,2017-09-28,MAINTENANCE
734,7,Machine_734,Painting,2022-01-10,IDLE
735,22,Machine_735,Packaging,2023-11-02,RUNNING
736,17,Machine_736,Testing,2020-07-13,RUNNING
737,24,Machine_737,Painting,2021-01-19,MAINTENANCE
738,24,Machine_738,CNC,2017-12-15,MAINTENANCE
739,23,Machine_739,Welding,2020-04-26,IDLE
740,21,Machine_740,Packaging,2016-07-26,IDLE
741,1,Machine_741,Testing,2020-01-20,RUNNING
742,1,Machine_742,CNC,2019-12-21,IDLE
743,21,Machine_743,Welding,2024-04-28,IDLE
744,23,Machine_744,Cutting,2026-04-16,IDLE
745,12,Machine_745,CNC,2017-06-27,MAINTENANCE
746,21,Machine_746,Cutting,2021-12-01,IDLE
747,12,Machine_747,Painting,2022-04-24,RUNNING
748,2,Machine_748,Welding,2024-09-18,RUNNING
749,4,Machine_749,Packaging,2021-07-18,IDLE
750,1,Machine_750,Cutting,2025-02-05,IDLE
751,21,Machine_751,Painting,2016-08-19,IDLE
752,11,Machine_752,CNC,2020-02-28,RUNNING
753,7,Machine_753,CNC,2021-10-30,IDLE
754,4,Machine_754,Packaging,2022-01-25,MAINTENANCE
755,4,Machine_755,Assembly,2021-05-09,RUNNING
756,23,Machine_756,Assembly,2020-08-06,MAINTENANCE
757,7,Machine_757,Welding,2018-02-26,IDLE
758,21,Machine_758,Packaging,2024-05-14,RUNNING
759,9,Machine_759,Packaging,2021-06-08,RUNNING
760,2,Machine_760,Painting,2020-08-23,RUNNING
761,21,Machine_761,Testing,2022-05-25,RUNNING
762,20,Machine_762,Cutting,2017-12-24,IDLE
763,17,Machine_763,Painting,2016-06-25,MAINTENANCE
764,7,Machine_764,Cutting,2020-05-14,RUNNING
765,3,Machine_765,Cutting,2025-10-15,IDLE
766,9,Machine_766,Welding,2024-03-28,MAINTENANCE
767,23,Machine_767,Cutting,2018-06-27,RUNNING
768,1,Machine_768,Assembly,2017-05-29,IDLE
769,10,Machine_769,Packaging,2025-01-19,MAINTENANCE
770,18,Machine_770,Cutting,2025-03-31,MAINTENANCE
771,6,Machine_771,Assembly,2019-11-25,IDLE
772,10,Machine_772,Assembly,2017-04-15,RUNNING
773,13,Machine_773,Painting,2022-02-12,RUNNING
774,6,Machine_774,Painting,2019-01-05,RUNNING
775,1,Machine_775,Welding,2017-08-31,IDLE
776,4,Machine_776,Packaging,2025-11-01,IDLE
777,19,Machine_777,Cutting,2022-03-21,RUNNING
778,1,Machine_778,Painting,2024-11-17,RUNNING
779,20,Machine_779,CNC,2019-02-06,RUNNING
780,10,Machine_780,CNC,2022-12-15,MAINTENANCE
781,15,Machine_781,Assembly,2019-05-29,IDLE
782,10,Machine_782,Welding,2024-01-13,IDLE
783,17,Machine_783,Packaging,2018-01-30,IDLE
784,10,Machine_784,Cutting,2017-04-10,MAINTENANCE
785,23,Machine_785,Painting,2017-05-30,IDLE
786,9,Machine_786,Welding,2021-03-07,RUNNING
787,3,Machine_787,Welding,2017-08-09,IDLE
788,8,Machine_788,Testing,2026-03-06,IDLE
789,8,Machine_789,Welding,2022-11-17,MAINTENANCE
790,18,Machine_790,Cutting,2016-07-09,IDLE
791,1,Machine_791,Testing,2025-10-10,MAINTENANCE
792,16,Machine_792,Painting,2022-06-23,MAINTENANCE
793,15,Machine_793,Testing,2019-12-16,IDLE
794,22,Machine_794,Welding,2017-09-11,IDLE
795,4,Machine_795,Packaging,2019-10-03,IDLE
796,3,Machine_796,Assembly,2024-08-24,MAINTENANCE
797,22,Machine_797,CNC,2023-04-15,RUNNING
798,25,Machine_798,CNC,2024-11-21,IDLE
799,11,Machine_799,CNC,2018-08-24,MAINTENANCE
800,9,Machine_800,Packaging,2021-04-01,MAINTENANCE
801,19,Machine_801,Packaging,2021-03-26,RUNNING
802,11,Machine_802,Packaging,2018-08-10,MAINTENANCE
803,9,Machine_803,Cutting,2025-03-19,RUNNING
804,20,Machine_804,Painting,2025-09-12,RUNNING
805,3,Machine_805,Packaging,2018-08-26,RUNNING
806,14,Machine_806,Testing,2020-03-20,MAINTENANCE
807,2,Machine_807,Painting,2023-08-11,RUNNING
808,4,Machine_808,Packaging,2025-10-27,IDLE
809,11,Machine_809,CNC,2025-12-04,IDLE
810,2,Machine_810,Testing,2020-03-19,IDLE
811,9,Machine_811,Painting,2024-12-16,MAINTENANCE
812,6,Machine_812,Cutting,2016-07-01,MAINTENANCE
813,19,Machine_813,Welding,2020-08-19,RUNNING
814,19,Machine_814,Testing,2023-05-01,IDLE
815,15,Machine_815,Packaging,2025-09-01,IDLE
816,8,Machine_816,Cutting,2025-11-12,RUNNING
817,18,Machine_817,Painting,2024-02-18,RUNNING
818,11,Machine_818,Cutting,2021-05-20,MAINTENANCE
819,24,Machine_819,CNC,2021-07-21,RUNNING
820,1,Machine_820,Welding,2026-06-05,MAINTENANCE
821,8,Machine_821,Cutting,2018-01-11,IDLE
822,7,Machine_822,Assembly,2020-01-13,MAINTENANCE
823,3,Machine_823,Painting,2025-08-02,IDLE
824,13,Machine_824,Assembly,2016-11-27,IDLE
825,24,Machine_825,Welding,2022-10-13,MAINTENANCE
826,22,Machine_826,Cutting,2016-10-22,IDLE
827,4,Machine_827,Cutting,2020-05-21,IDLE
828,22,Machine_828,Testing,2020-09-05,RUNNING
829,23,Machine_829,Painting,2018-10-09,IDLE
830,15,Machine_830,Painting,2020-10-17,IDLE
831,14,Machine_831,CNC,2019-08-23,MAINTENANCE
832,15,Machine_832,Testing,2020-10-13,RUNNING
833,24,Machine_833,Testing,2026-05-12,MAINTENANCE
834,6,Machine_834,Welding,2022-09-22,RUNNING
835,25,Machine_835,Painting,2022-06-13,IDLE
836,5,Machine_836,Packaging,2021-11-30,MAINTENANCE
837,15,Machine_837,Testing,2017-03-30,IDLE
838,4,Machine_838,Painting,2024-06-27,RUNNING
839,14,Machine_839,CNC,2021-04-10,MAINTENANCE
840,21,Machine_840,Cutting,2019-02-19,MAINTENANCE
841,13,Machine_841,CNC,2020-05-13,MAINTENANCE
842,24,Machine_842,Assembly,2024-04-03,IDLE
843,10,Machine_843,Welding,2026-04-05,RUNNING
844,4,Machine_844,Welding,2017-02-26,IDLE
845,24,Machine_845,Packaging,2024-04-28,RUNNING
846,25,Machine_846,Testing,2017-01-17,RUNNING
847,18,Machine_847,Painting,2024-08-19,IDLE
848,3,Machine_848,Painting,2017-01-08,RUNNING
849,12,Machine_849,Cutting,2025-01-22,MAINTENANCE
850,22,Machine_850,Testing,2023-11-01,IDLE
851,9,Machine_851,CNC,2023-09-08,IDLE
852,15,Machine_852,Welding,2018-02-23,IDLE
853,19,Machine_853,Testing,2023-07-21,IDLE
854,25,Machine_854,Packaging,2020-02-25,MAINTENANCE
855,12,Machine_855,Assembly,2020-10-11,IDLE
856,19,Machine_856,Assembly,2022-11-05,RUNNING
857,2,Machine_857,Welding,2018-01-27,RUNNING
858,9,Machine_858,Welding,2025-11-01,RUNNING
859,2,Machine_859,Painting,2022-09-14,IDLE
860,7,Machine_860,CNC,2023-07-21,RUNNING
861,14,Machine_861,Testing,2016-08-02,RUNNING
862,23,Machine_862,Testing,2017-06-05,IDLE
863,17,Machine_863,Packaging,2018-08-11,IDLE
864,16,Machine_864,Assembly,2023-03-23,IDLE
865,24,Machine_865,Testing,2016-09-25,MAINTENANCE
866,8,Machine_866,CNC,2019-11-03,IDLE
867,22,Machine_867,Painting,2025-06-05,MAINTENANCE
868,1,Machine_868,Assembly,2017-05-24,RUNNING
869,24,Machine_869,Testing,2020-07-08,MAINTENANCE
870,16,Machine_870,Packaging,2019-07-22,RUNNING
871,13,Machine_871,CNC,2017-02-04,RUNNING
872,22,Machine_872,CNC,2022-01-26,RUNNING
873,22,Machine_873,Testing,2020-10-28,RUNNING
874,1,Machine_874,Cutting,2021-12-27,RUNNING
875,25,Machine_875,Painting,2020-10-05,RUNNING
876,7,Machine_876,Painting,2023-11-22,RUNNING
877,1,Machine_877,Cutting,2018-05-24,IDLE
878,24,Machine_878,Packaging,2023-07-17,IDLE
879,17,Machine_879,Testing,2022-08-24,IDLE
880,3,Machine_880,Painting,2025-06-03,IDLE
881,2,Machine_881,Painting,2018-03-25,MAINTENANCE
882,25,Machine_882,Packaging,2024-07-12,IDLE
883,2,Machine_883,Welding,2020-06-27,MAINTENANCE
884,4,Machine_884,Testing,2018-03-27,RUNNING
885,8,Machine_885,Welding,2020-04-30,MAINTENANCE
886,7,Machine_886,Welding,2023-04-02,IDLE
887,14,Machine_887,Packaging,2017-12-06,IDLE
888,11,Machine_888,Welding,2019-08-05,RUNNING
889,10,Machine_889,Testing,2019-03-04,MAINTENANCE
890,4,Machine_890,Packaging,2022-07-06,RUNNING
891,11,Machine_891,Cutting,2025-01-04,RUNNING
892,9,Machine_892,Assembly,2026-06-14,RUNNING
893,24,Machine_893,Assembly,2024-06-03,RUNNING
894,12,Machine_894,Welding,2017-09-16,IDLE
895,4,Machine_895,Packaging,2017-05-31,MAINTENANCE
896,13,Machine_896,Assembly,2017-07-12,IDLE
897,3,Machine_897,Assembly,2021-05-13,IDLE
898,23,Machine_898,Testing,2025-03-09,RUNNING
899,25,Machine_899,Welding,2016-11-05,RUNNING
900,2,Machine_900,Testing,2018-04-14,IDLE
901,9,Machine_901,Welding,2025-02-27,RUNNING
902,8,Machine_902,Assembly,2017-01-05,RUNNING
903,12,Machine_903,Packaging,2020-10-26,IDLE
904,14,Machine_904,Packaging,2019-05-08,MAINTENANCE
905,15,Machine_905,CNC,2017-02-10,MAINTENANCE
906,25,Machine_906,Painting,2021-11-02,MAINTENANCE
907,19,Machine_907,CNC,2023-02-19,MAINTENANCE
908,17,Machine_908,Packaging,2024-09-30,IDLE
909,9,Machine_909,Cutting,2023-05-18,RUNNING
910,17,Machine_910,Welding,2026-03-06,IDLE
911,15,Machine_911,Welding,2018-08-16,RUNNING
912,14,Machine_912,CNC,2023-07-18,MAINTENANCE
913,13,Machine_913,Welding,2018-10-13,IDLE
914,18,Machine_914,Assembly,2023-08-02,IDLE
915,16,Machine_915,Cutting,2022-09-15,MAINTENANCE
916,21,Machine_916,Assembly,2025-05-03,IDLE
917,12,Machine_917,Painting,2017-12-27,RUNNING
918,8,Machine_918,Testing,2017-07-04,IDLE
919,4,Machine_919,Painting,2026-03-05,RUNNING
920,5,Machine_920,Packaging,2018-07-11,MAINTENANCE
921,6,Machine_921,Painting,2017-10-29,MAINTENANCE
922,16,Machine_922,Welding,2019-10-21,IDLE
923,20,Machine_923,CNC,2018-07-31,MAINTENANCE
924,24,Machine_924,Welding,2018-02-27,IDLE
925,10,Machine_925,CNC,2020-09-21,MAINTENANCE
926,21,Machine_926,Painting,2016-09-06,MAINTENANCE
927,20,Machine_927,Assembly,2018-03-17,MAINTENANCE
928,21,Machine_928,Cutting,2017-12-02,IDLE
929,13,Machine_929,Testing,2022-11-23,MAINTENANCE
930,13,Machine_930,Welding,2020-05-15,IDLE
931,11,Machine_931,CNC,2021-12-03,RUNNING
932,12,Machine_932,Packaging,2024-05-11,RUNNING
933,9,Machine_933,Cutting,2020-11-03,RUNNING
934,19,Machine_934,Welding,2018-03-01,RUNNING
935,16,Machine_935,Packaging,2022-10-30,IDLE
936,14,Machine_936,Painting,2022-07-02,MAINTENANCE
937,4,Machine_937,Testing,2023-10-25,IDLE
938,7,Machine_938,Packaging,2023-05-24,MAINTENANCE
939,15,Machine_939,Packaging,2019-07-27,MAINTENANCE
940,11,Machine_940,Packaging,2026-06-11,MAINTENANCE
941,20,Machine_941,Painting,2019-03-05,IDLE
942,10,Machine_942,CNC,2023-01-07,RUNNING
943,12,Machine_943,Painting,2025-10-14,MAINTENANCE
944,8,Machine_944,Testing,2021-08-16,IDLE
945,7,Machine_945,Cutting,2018-10-12,MAINTENANCE
946,9,Machine_946,CNC,2024-07-20,MAINTENANCE
947,1,Machine_947,CNC,2026-02-04,IDLE
948,24,Machine_948,Testing,2023-06-26,RUNNING
949,1,Machine_949,Assembly,2023-01-19,IDLE
950,6,Machine_950,Assembly,2020-02-04,MAINTENANCE
951,11,Machine_951,Welding,2018-04-02,IDLE
952,5,Machine_952,CNC,2022-09-25,IDLE
953,9,Machine_953,Assembly,2023-10-01,IDLE
954,11,Machine_954,Assembly,2019-08-18,IDLE
955,22,Machine_955,Packaging,2024-11-30,MAINTENANCE
956,19,Machine_956,CNC,2025-11-02,IDLE
957,25,Machine_957,Painting,2022-01-13,MAINTENANCE
958,24,Machine_958,Painting,2021-03-04,RUNNING
959,21,Machine_959,Testing,2025-12-03,MAINTENANCE
960,24,Machine_960,Painting,2023-11-19,IDLE
961,10,Machine_961,CNC,2020-05-05,RUNNING
962,10,Machine_962,Welding,2020-02-08,MAINTENANCE
963,4,Machine_963,Cutting,2020-05-19,MAINTENANCE
964,23,Machine_964,Assembly,2020-03-19,IDLE
965,6,Machine_965,Cutting,2025-06-09,IDLE
966,22,Machine_966,Testing,2016-07-31,IDLE
967,10,Machine_967,CNC,2018-11-04,MAINTENANCE
968,13,Machine_968,Welding,2023-01-26,IDLE
969,21,Machine_969,Assembly,2023-05-23,IDLE
970,2,Machine_970,Cutting,2021-01-06,IDLE
971,25,Machine_971,Cutting,2018-07-17,MAINTENANCE
972,11,Machine_972,Welding,2025-01-15,IDLE
973,20,Machine_973,Packaging,2021-01-15,MAINTENANCE
974,10,Machine_974,CNC,2022-03-12,RUNNING
975,25,Machine_975,Packaging,2023-02-21,RUNNING
976,22,Machine_976,Cutting,2018-10-10,RUNNING
977,6,Machine_977,Packaging,2022-11-10,RUNNING
978,17,Machine_978,Painting,2016-11-11,IDLE
979,12,Machine_979,Welding,2017-08-30,RUNNING
980,20,Machine_980,Welding,2025-04-24,IDLE
981,10,Machine_981,Packaging,2017-02-06,RUNNING
982,1,Machine_982,Assembly,2022-08-14,RUNNING
983,15,Machine_983,Cutting,2018-04-26,IDLE
984,13,Machine_984,Welding,2024-12-18,RUNNING
985,22,Machine_985,CNC,2020-06-16,RUNNING
986,20,Machine_986,Cutting,2022-12-13,MAINTENANCE
987,25,Machine_987,Painting,2019-07-13,IDLE
988,18,Machine_988,Packaging,2022-07-19,MAINTENANCE
989,3,Machine_989,Painting,2020-01-18,IDLE
990,25,Machine_990,Assembly,2019-10-16,MAINTENANCE
991,8,Machine_991,Welding,2023-03-20,IDLE
992,20,Machine_992,Assembly,2020-06-16,RUNNING
993,20,Machine_993,Assembly,2017-09-04,IDLE
994,23,Machine_994,Assembly,2016-11-02,MAINTENANCE
995,15,Machine_995,Assembly,2021-01-23,IDLE
996,3,Machine_996,Testing,2023-11-07,MAINTENANCE
